username,login_time,logout_time,session_duration_seconds,source_os,remote_ip,lan_ip,auth_type,active_mac,login_hour,logout_hour,day_of_week,cluster_label,is_anomaly
119,2025-10-18 10:39:59,2025-10-18 19:51:40,33101,0,0,-1,0,a2:5f:00:a5:82:60,10,19,5,1,0
149,2025-10-18 10:41:19,2025-10-18 18:48:05,29206,0,0,-1,0,16:24:f5:fa:3c:b8,10,18,5,1,0
158,2025-10-18 10:41:40,2025-10-18 18:58:34,29814,0,0,-1,1,4d:f5:30:66:7e:73,10,18,5,2,0
457,2025-10-18 10:41:56,2025-10-18 18:25:14,27798,0,0,-1,1,f1:ab:6f:46:60:7f,10,18,5,2,0
133,2025-10-18 10:42:02,2025-10-18 20:10:55,34133,0,0,-1,0,fd:c0:78:3c:74:4a,10,20,5,1,0
57,2025-10-18 10:42:10,2025-10-19 04:06:22,62652,0,0,-1,1,13:6c:8e:19:02:d3,10,4,5,-1,1
442,2025-10-18 10:42:29,2025-10-18 19:34:46,31937,0,0,-1,1,a7:53:db:a9:9d:a8,10,19,5,2,0
105,2025-10-18 10:42:32,2025-10-18 19:39:06,32194,0,0,-1,1,5a:f0:81:49:a9:39,10,19,5,2,0
7,2025-10-18 10:42:36,2025-10-18 20:40:46,35890,0,0,-1,1,7c:15:96:69:71:44,10,20,5,2,0
33,2025-10-18 10:42:58,2025-10-18 20:16:56,34438,0,0,-1,1,59:2b:24:51:bd:39,10,20,5,2,0
299,2025-10-18 10:43:21,2025-10-18 20:24:49,34888,0,0,-1,1,6e:8a:ed:48:fd:71,10,20,5,2,0
426,2025-10-18 10:43:23,2025-10-18 20:01:10,33467,0,0,-1,0,95:d5:1f:57:fe:70,10,20,5,1,0
321,2025-10-18 10:44:32,2025-10-18 18:18:34,27242,0,0,-1,1,67:f7:00:a1:94:9e,10,18,5,2,0
14,2025-10-18 10:44:54,2025-10-18 18:20:57,27363,0,0,-1,1,c5:9e:f7:e7:85:b8,10,18,5,2,0
307,2025-10-18 10:45:31,2025-10-18 17:58:10,25959,0,0,-1,0,f0:13:2d:7b:7c:76,10,17,5,1,0
6,2025-10-18 10:45:56,2025-10-18 18:22:41,27405,0,0,-1,1,2e:33:53:3c:74:22,10,18,5,2,0
24,2025-10-18 10:46:00,2025-10-18 19:29:17,31397,0,0,-1,0,24:df:9b:3a:2a:e5,10,19,5,1,0
487,2025-10-18 10:46:20,2025-10-18 20:10:29,33849,0,0,-1,0,cc:71:e9:9c:74:88,10,20,5,1,0
50,2025-10-18 10:46:29,2025-10-18 20:41:05,35676,0,0,-1,1,a4:90:10:8f:6a:9d,10,20,5,2,0
274,2025-10-18 10:47:26,2025-10-18 20:38:50,35484,0,0,-1,1,7a:bd:f5:c0:11:a8,10,20,5,2,0
381,2025-10-18 10:47:37,2025-10-18 18:04:04,26187,0,0,-1,0,04:fa:9b:03:11:6b,10,18,5,1,0
251,2025-10-18 10:48:09,2025-10-18 19:58:01,32992,0,0,-1,1,50:04:9e:a1:de:70,10,19,5,2,0
453,2025-10-18 10:48:15,2025-10-18 18:04:08,26153,0,0,-1,1,9e:36:ec:9d:c0:b3,10,18,5,2,0
140,2025-10-18 10:48:24,2025-10-18 18:35:11,28007,0,0,-1,0,dd:e2:c7:13:82:44,10,18,5,1,0
285,2025-10-18 10:48:26,2025-10-18 19:14:49,30383,0,0,-1,1,81:e8:b8:33:26:57,10,19,5,2,0
141,2025-10-18 10:48:27,2025-10-18 18:55:20,29213,0,0,-1,0,5a:e6:7d:93:10:21,10,18,5,1,0
363,2025-10-18 10:48:30,2025-10-18 19:48:30,32400,0,0,-1,0,7b:80:f7:6e:b6:cb,10,19,5,1,0
263,2025-10-18 10:48:56,2025-10-18 20:05:11,33375,0,0,-1,0,95:9c:fe:2a:85:88,10,20,5,1,0
3,2025-10-18 10:49:02,2025-10-18 17:54:39,25537,0,0,-1,1,b2:65:e3:04:c6:b1,10,17,5,2,0
353,2025-10-18 10:49:10,2025-10-18 20:42:47,35617,0,0,-1,0,3d:43:2b:fa:eb:24,10,20,5,1,0
387,2025-10-18 10:49:17,2025-10-18 20:46:04,35807,0,0,-1,1,8f:49:91:02:9e:ad,10,20,5,2,0
112,2025-10-18 10:49:38,2025-10-18 18:16:31,26813,0,0,-1,0,75:12:22:da:2f:83,10,18,5,1,0
276,2025-10-18 10:50:06,2025-10-18 20:30:38,34832,0,0,-1,1,44:66:1c:63:f6:ec,10,20,5,2,0
269,2025-10-18 10:50:07,2025-10-18 20:34:51,35084,0,0,-1,1,f0:40:83:19:9e:86,10,20,5,2,0
272,2025-10-18 10:50:15,2025-10-18 20:22:06,34311,0,0,-1,0,8e:fc:1c:2d:66:7d,10,20,5,1,0
289,2025-10-18 10:50:24,2025-10-18 17:52:06,25302,0,0,-1,0,f4:c6:41:66:01:68,10,17,5,1,0
431,2025-10-18 10:51:02,2025-10-18 19:59:52,32930,0,0,-1,0,a0:8f:47:e2:5c:50,10,19,5,1,0
377,2025-10-18 10:51:15,2025-10-18 19:24:05,30770,0,0,-1,0,31:a6:7d:b5:d1:6f,10,19,5,1,0
301,2025-10-18 10:51:43,2025-10-18 18:47:57,28574,0,0,-1,1,28:41:90:a3:c7:d0,10,18,5,2,0
85,2025-10-18 10:51:44,2025-10-18 18:31:30,27586,0,0,-1,1,67:57:a9:8f:f8:27,10,18,5,2,0
341,2025-10-18 10:52:06,2025-10-18 18:20:16,26890,0,0,-1,1,82:38:f3:fa:d4:6a,10,18,5,2,0
63,2025-10-18 10:52:31,2025-10-18 18:52:28,28797,0,0,-1,0,74:b9:4f:a8:e5:9a,10,18,5,1,0
193,2025-10-18 10:53:33,2025-10-18 19:00:38,29225,0,0,-1,1,24:07:d1:02:0b:8a,10,19,5,2,0
123,2025-10-18 10:53:37,2025-10-18 18:52:32,28735,0,0,-1,0,80:66:03:6b:96:cc,10,18,5,1,0
473,2025-10-18 10:53:47,2025-10-18 19:23:29,30582,0,0,-1,1,19:a2:bf:c9:33:4e,10,19,5,2,0
136,2025-10-18 10:54:44,2025-10-18 19:17:04,30140,0,0,-1,0,f2:22:fc:e9:48:57,10,19,5,1,0
181,2025-10-18 10:55:04,2025-10-18 19:00:45,29141,0,0,-1,0,e4:df:39:f1:c2:57,10,19,5,1,0
302,2025-10-18 10:55:54,2025-10-18 18:41:35,27941,0,0,-1,1,38:b6:3b:63:8b:8a,10,18,5,2,0
180,2025-10-18 10:55:59,2025-10-18 18:02:29,25590,0,0,-1,0,90:ea:ab:c7:e7:05,10,18,5,1,0
396,2025-10-18 10:56:18,2025-10-18 20:42:17,35159,0,0,-1,0,6b:7c:78:9a:96:fc,10,20,5,1,0
162,2025-10-18 10:56:32,2025-10-18 20:21:33,33901,0,0,-1,1,a5:c3:63:e2:7a:e6,10,20,5,2,0
365,2025-10-18 10:56:32,2025-10-18 20:28:19,34307,0,0,-1,1,95:6f:7b:b9:91:36,10,20,5,2,0
236,2025-10-18 10:56:38,2025-10-18 19:19:37,30179,0,0,-1,0,7a:3c:53:8d:06:cc,10,19,5,1,0
468,2025-10-18 10:56:59,2025-10-18 20:44:05,35226,0,0,-1,0,b4:74:9a:91:9f:7c,10,20,5,1,0
28,2025-10-18 10:57:00,2025-10-18 19:01:17,29057,0,0,-1,1,fd:56:e2:92:0c:92,10,19,5,2,0
195,2025-10-18 10:57:18,2025-10-18 19:21:22,30244,0,0,-1,0,ed:5b:b6:b4:27:fa,10,19,5,1,0
315,2025-10-18 10:57:49,2025-10-18 20:49:59,35530,0,0,-1,1,f8:34:7e:e4:b1:84,10,20,5,2,0
458,2025-10-18 10:58:24,2025-10-18 20:14:51,33387,0,0,-1,1,25:eb:72:5e:9d:35,10,20,5,2,0
256,2025-10-18 10:58:32,2025-10-18 19:49:17,31845,0,0,-1,1,6a:0d:fe:96:2c:9e,10,19,5,2,0
41,2025-10-18 10:58:39,2025-10-18 19:50:50,31931,0,0,-1,1,4d:2e:9c:8b:95:9c,10,19,5,2,0
135,2025-10-18 10:58:59,2025-10-18 19:24:22,30323,0,0,-1,0,ba:01:0f:5a:8d:24,10,19,5,1,0
83,2025-10-19 01:51:47,2025-10-19 11:43:09,35482,0,0,-1,0,fe:c1:7f:fe:16:b7,1,11,6,-1,1
50,2025-10-19 04:28:03,2025-10-19 14:16:52,35329,0,0,-1,1,a4:90:10:8f:6a:9d,4,14,6,-1,1
206,2025-10-19 08:00:22,2025-10-19 15:24:03,26621,0,0,-1,0,d0:57:71:02:7c:58,8,15,6,1,0
486,2025-10-19 08:00:32,2025-10-19 15:35:07,27275,0,0,-1,1,7b:d2:4e:d1:99:88,8,15,6,2,0
120,2025-10-19 08:00:34,2025-10-19 16:50:22,31788,0,0,-1,0,53:d1:39:d8:b1:74,8,16,6,1,0
478,2025-10-19 08:00:49,2025-10-19 15:38:56,27487,0,0,-1,1,16:02:1f:2b:11:51,8,15,6,2,0
312,2025-10-19 08:01:34,2025-10-19 17:34:28,34374,0,0,-1,0,d0:3f:04:47:45:88,8,17,6,1,0
212,2025-10-19 08:01:58,2025-10-19 17:09:05,32827,0,0,-1,0,47:a7:e9:07:06:59,8,17,6,1,0
76,2025-10-19 08:02:12,2025-10-19 09:01:58,3586,0,0,-1,1,de:0c:8b:d7:47:26,8,9,6,3,0
390,2025-10-19 08:02:33,2025-10-19 16:53:12,31839,0,0,-1,1,b7:db:c5:63:c2:0f,8,16,6,2,0
463,2025-10-19 08:02:36,2025-10-19 15:21:51,26355,0,0,-1,1,71:d2:6f:db:c9:19,8,15,6,2,0
425,2025-10-19 08:03:04,2025-10-19 15:43:37,27633,0,0,-1,1,06:c2:b4:d6:57:e0,8,15,6,2,0
66,2025-10-19 08:04:07,2025-10-19 16:47:33,31406,0,0,-1,1,98:63:7d:99:2f:68,8,16,6,2,0
361,2025-10-19 08:04:17,2025-10-19 17:04:12,32395,0,0,-1,0,a6:0f:b9:fb:39:3c,8,17,6,1,0
499,2025-10-19 08:04:57,2025-10-19 15:42:48,27471,0,0,-1,1,ff:2d:3f:21:7d:fc,8,15,6,2,0
400,2025-10-19 08:05:01,2025-10-19 17:07:28,32547,0,0,-1,0,3e:c8:2f:31:ab:fb,8,17,6,1,0
498,2025-10-19 08:05:01,2025-10-19 15:14:07,25746,0,0,-1,1,91:67:d1:31:3c:bd,8,15,6,2,0
164,2025-10-19 08:05:51,2025-10-19 17:16:51,33060,0,0,-1,1,60:cd:ae:ea:de:62,8,17,6,2,0
5,2025-10-19 08:05:55,2025-10-19 17:00:27,32072,0,0,-1,0,25:26:9d:3b:60:81,8,17,6,1,0
232,2025-10-19 08:06:24,2025-10-19 17:37:54,34290,0,0,-1,0,99:53:60:5a:14:89,8,17,6,1,0
64,2025-10-19 08:06:29,2025-10-19 16:23:19,29810,0,0,-1,0,5e:6a:bd:8f:e5:95,8,16,6,1,0
395,2025-10-19 08:06:42,2025-10-19 16:04:18,28656,0,0,-1,1,2f:32:b2:bd:75:95,8,16,6,2,0
161,2025-10-19 08:06:43,2025-10-19 16:08:26,28903,0,0,-1,1,7a:2f:9a:37:74:2b,8,16,6,2,0
379,2025-10-19 08:07:13,2025-10-19 16:10:15,28982,0,0,-1,0,bb:11:a7:8b:68:f7,8,16,6,1,0
471,2025-10-19 08:07:44,2025-10-19 17:22:50,33306,0,0,-1,0,63:13:fe:9b:c4:2a,8,17,6,1,0
438,2025-10-19 08:08:03,2025-10-19 18:02:52,35689,0,0,-1,0,0c:69:8d:b2:7a:c3,8,18,6,1,0
273,2025-10-19 08:10:17,2025-10-19 15:15:59,25542,0,0,-1,0,d5:bc:9f:39:89:80,8,15,6,1,0
21,2025-10-19 08:10:46,2025-10-19 17:16:25,32739,0,0,-1,1,b3:9e:c9:de:2e:f6,8,17,6,2,0
104,2025-10-19 08:10:56,2025-10-20 01:57:43,64007,0,0,-1,1,08:04:23:39:1a:1b,8,1,6,-1,1
227,2025-10-19 08:10:57,2025-10-19 17:28:37,33460,0,0,-1,1,70:11:25:b9:11:3e,8,17,6,2,0
250,2025-10-19 08:11:01,2025-10-19 16:20:39,29378,0,0,-1,1,00:e6:96:09:ef:f4,8,16,6,2,0
427,2025-10-19 08:11:27,2025-10-19 17:06:58,32131,0,0,-1,1,f1:f4:bf:94:3b:57,8,17,6,2,0
135,2025-10-19 08:11:28,2025-10-19 16:58:15,31607,0,0,-1,0,ba:01:0f:5a:8d:24,8,16,6,1,0
271,2025-10-19 08:11:29,2025-10-19 17:28:45,33436,0,0,-1,1,8d:1e:f9:de:71:c7,8,17,6,2,0
121,2025-10-19 08:12:21,2025-10-19 17:01:46,31765,0,0,-1,1,6c:c7:90:1e:db:7a,8,17,6,2,0
397,2025-10-19 08:12:30,2025-10-19 15:33:41,26471,0,0,-1,0,d2:41:84:71:d2:22,8,15,6,1,0
168,2025-10-19 08:12:48,2025-10-19 16:21:13,29305,0,0,-1,1,53:c4:33:12:45:cf,8,16,6,2,0
98,2025-10-19 08:12:53,2025-10-19 16:41:05,30492,0,0,-1,1,09:a0:5b:d6:2c:0a,8,16,6,2,0
186,2025-10-19 08:13:21,2025-10-19 17:57:52,35071,0,0,-1,1,02:a7:88:05:55:6a,8,17,6,2,0
374,2025-10-19 08:13:34,2025-10-19 18:09:18,35744,0,0,-1,1,53:ce:47:65:f4:25,8,18,6,2,0
297,2025-10-19 08:13:55,2025-10-19 15:21:46,25671,0,0,-1,1,ad:68:27:79:49:c8,8,15,6,2,0
7,2025-10-19 08:14:17,2025-10-19 17:47:19,34382,0,0,-1,1,7c:15:96:69:71:44,8,17,6,2,0
37,2025-10-19 08:14:24,2025-10-19 16:44:00,30576,0,0,-1,1,12:fd:91:80:85:c7,8,16,6,2,0
110,2025-10-19 08:14:34,2025-10-19 15:40:44,26770,0,0,-1,1,51:f8:2e:57:5f:82,8,15,6,2,0
328,2025-10-19 08:14:50,2025-10-19 22:01:18,49588,0,0,-1,1,df:45:a7:82:6a:00,8,22,6,-1,1
372,2025-10-19 08:14:55,2025-10-19 17:18:43,32628,0,0,-1,1,14:7e:ac:55:10:0a,8,17,6,2,0
386,2025-10-19 08:15:06,2025-10-19 16:57:33,31347,0,0,-1,0,a6:de:c9:5d:22:73,8,16,6,1,0
316,2025-10-19 08:15:18,2025-10-19 16:50:27,30909,0,0,-1,0,4e:e7:3a:92:41:2c,8,16,6,1,0
255,2025-10-19 08:15:42,2025-10-19 18:02:17,35195,0,0,-1,1,1a:c7:38:c6:4d:62,8,18,6,2,0
430,2025-10-19 08:15:50,2025-10-19 16:36:40,30050,0,0,-1,1,20:cf:2a:2d:b6:60,8,16,6,2,0
306,2025-10-19 08:15:52,2025-10-19 15:20:10,25458,0,0,-1,1,e9:56:78:ca:ae:62,8,15,6,2,0
346,2025-10-19 08:16:27,2025-10-19 16:46:50,30623,0,0,-1,1,46:5b:ac:e1:62:df,8,16,6,2,0
256,2025-10-19 08:17:24,2025-10-19 16:56:46,31162,0,0,-1,1,6a:0d:fe:96:2c:9e,8,16,6,2,0
479,2025-10-19 08:17:46,2025-10-19 18:09:46,35520,0,0,-1,0,5d:a8:51:71:0c:8f,8,18,6,1,0
51,2025-10-19 08:18:31,2025-10-19 16:37:18,29927,0,0,-1,1,d1:67:d1:85:f5:a3,8,16,6,2,0
490,2025-10-19 08:18:35,2025-10-19 18:13:57,35722,0,0,-1,0,c6:75:93:84:9f:c4,8,18,6,1,0
477,2025-10-19 08:18:39,2025-10-19 16:56:04,31045,0,0,-1,0,a0:0c:21:3b:32:a9,8,16,6,1,0
491,2025-10-19 08:18:56,2025-10-19 17:55:22,34586,0,0,-1,1,0f:31:0f:bd:49:3b,8,17,6,2,0
28,2025-10-19 08:18:59,2025-10-19 17:50:36,34297,0,0,-1,1,fd:56:e2:92:0c:92,8,17,6,2,0
249,2025-10-19 08:19:01,2025-10-19 16:28:12,29351,0,0,-1,0,91:25:3b:4e:35:21,8,16,6,1,0
103,2025-10-19 08:19:35,2025-10-19 16:20:17,28842,0,0,-1,0,79:f5:78:1a:02:3c,8,16,6,1,0
144,2025-10-19 08:19:36,2025-10-19 17:10:08,31832,0,0,-1,0,f8:c4:52:ea:6f:7a,8,17,6,1,0
145,2025-10-19 08:19:58,2025-10-19 17:38:13,33495,0,0,-1,0,d9:02:da:14:f0:5c,8,17,6,1,0
376,2025-10-19 08:20:22,2025-10-19 16:43:35,30193,0,0,-1,1,59:31:c6:d4:e7:cb,8,16,6,2,0
133,2025-10-19 08:20:37,2025-10-19 18:17:54,35837,0,0,-1,0,fd:c0:78:3c:74:4a,8,18,6,1,0
229,2025-10-19 08:20:51,2025-10-19 15:33:01,25930,0,0,-1,1,da:eb:e8:e9:b7:14,8,15,6,2,0
392,2025-10-19 08:20:53,2025-10-19 15:42:36,26503,0,0,-1,1,35:1d:c1:06:4a:1f,8,15,6,2,0
79,2025-10-19 08:20:55,2025-10-19 16:55:45,30890,0,0,-1,1,c2:8f:a1:04:02:f2,8,16,6,2,0
343,2025-10-19 08:21:00,2025-10-19 16:50:26,30566,0,0,-1,1,bd:a4:d5:0b:43:dc,8,16,6,2,0
496,2025-10-19 08:21:02,2025-10-19 15:48:50,26868,0,0,-1,0,dc:82:7c:73:af:47,8,15,6,1,0
375,2025-10-19 08:21:25,2025-10-19 17:47:36,33971,0,0,-1,1,99:36:4d:42:b6:26,8,17,6,2,0
136,2025-10-19 08:21:37,2025-10-19 16:13:01,28284,0,0,-1,0,f2:22:fc:e9:48:57,8,16,6,1,0
447,2025-10-19 08:22:09,2025-10-19 17:56:42,34473,0,0,-1,1,ab:8d:b3:c9:75:a4,8,17,6,2,0
183,2025-10-19 08:22:11,2025-10-19 15:54:23,27132,0,0,-1,1,dc:cd:b5:98:e4:46,8,15,6,2,0
11,2025-10-19 08:22:17,2025-10-19 17:09:48,31651,0,0,-1,0,b2:29:80:88:21:6b,8,17,6,1,0
97,2025-10-19 08:22:35,2025-10-19 17:04:21,31306,0,0,-1,1,f9:f2:fa:9f:ba:9d,8,17,6,2,0
134,2025-10-19 08:22:36,2025-10-19 16:58:15,30939,0,0,-1,0,89:19:a6:dc:ed:0f,8,16,6,1,0
123,2025-10-19 08:22:45,2025-10-19 15:42:33,26388,0,0,-1,0,80:66:03:6b:96:cc,8,15,6,1,0
148,2025-10-19 08:23:30,2025-10-19 17:12:18,31728,0,0,-1,1,6c:b0:0d:14:6f:38,8,17,6,2,0
207,2025-10-19 08:23:33,2025-10-19 18:02:32,34739,0,0,-1,0,c0:86:21:a3:e5:58,8,18,6,1,0
150,2025-10-19 08:23:42,2025-10-19 16:28:47,29105,0,0,-1,1,b8:17:d1:0d:67:1c,8,16,6,2,0
106,2025-10-19 08:25:17,2025-10-19 17:25:15,32398,0,0,-1,0,38:c1:34:c3:cb:17,8,17,6,1,0
181,2025-10-19 08:25:45,2025-10-19 18:16:31,35446,0,0,-1,0,e4:df:39:f1:c2:57,8,18,6,1,0
89,2025-10-19 08:26:09,2025-10-19 16:14:02,28073,0,0,-1,0,c4:08:14:e3:e2:bc,8,16,6,1,0
318,2025-10-19 08:26:14,2025-10-19 16:00:29,27255,0,0,-1,1,70:bb:b0:74:b0:dd,8,16,6,2,0
14,2025-10-19 08:26:54,2025-10-19 22:03:13,48979,0,0,-1,1,c5:9e:f7:e7:85:b8,8,22,6,-1,1
451,2025-10-19 08:27:09,2025-10-19 17:04:41,31052,0,0,-1,0,86:7e:28:dd:fd:84,8,17,6,1,0
424,2025-10-19 08:28:29,2025-10-19 17:12:35,31446,0,0,-1,1,20:45:a1:02:9d:23,8,17,6,2,0
221,2025-10-19 08:28:46,2025-10-19 15:37:16,25710,0,0,-1,1,28:6c:ff:d7:89:4f,8,15,6,2,0
228,2025-10-19 08:29:04,2025-10-19 18:23:12,35648,0,0,-1,0,f4:35:30:dc:83:93,8,18,6,1,0
238,2025-10-19 08:29:05,2025-10-19 16:10:23,27678,0,0,-1,0,5e:60:b0:41:e9:00,8,16,6,1,0
440,2025-10-19 08:29:43,2025-10-19 16:48:12,29909,0,0,-1,1,7b:a3:a5:cf:c5:b9,8,16,6,2,0
412,2025-10-19 08:30:09,2025-10-19 18:20:24,35415,0,0,-1,1,5e:69:52:ec:ae:9c,8,18,6,2,0
245,2025-10-19 08:30:11,2025-10-19 15:39:15,25744,0,0,-1,0,15:2b:ef:83:93:ee,8,15,6,1,0
426,2025-10-19 08:30:34,2025-10-19 16:31:52,28878,0,0,-1,0,95:d5:1f:57:fe:70,8,16,6,1,0
464,2025-10-19 08:30:46,2025-10-19 16:22:54,28328,0,0,-1,0,ff:f4:64:b0:32:97,8,16,6,1,0
437,2025-10-19 08:31:27,2025-10-19 17:09:11,31064,0,0,-1,1,50:1f:6e:c5:33:f3,8,17,6,2,0
254,2025-10-19 08:31:32,2025-10-19 16:42:28,29456,0,0,-1,1,d4:95:44:75:7a:56,8,16,6,2,0
321,2025-10-19 08:31:48,2025-10-19 17:11:58,31210,0,0,-1,1,67:f7:00:a1:94:9e,8,17,6,2,0
96,2025-10-19 08:32:05,2025-10-19 16:54:06,30121,0,0,-1,1,a5:a2:ae:15:aa:c0,8,16,6,2,0
338,2025-10-19 08:32:35,2025-10-19 16:13:11,27636,0,0,-1,1,0e:e9:81:c8:13:9f,8,16,6,2,0
157,2025-10-19 08:33:24,2025-10-19 16:32:37,28753,0,0,-1,0,45:ef:7b:01:3b:14,8,16,6,1,0
497,2025-10-19 08:33:40,2025-10-19 15:45:42,25922,0,0,-1,0,57:e0:3d:2f:59:ae,8,15,6,1,0
258,2025-10-19 08:33:42,2025-10-19 17:42:37,32935,0,0,-1,1,11:18:29:04:68:60,8,17,6,2,0
413,2025-10-19 08:34:04,2025-10-19 16:42:27,29303,0,0,-1,1,0e:fe:7a:40:6a:60,8,16,6,2,0
344,2025-10-19 08:34:56,2025-10-19 17:43:22,32906,0,0,-1,0,c8:8d:55:2d:9f:61,8,17,6,1,0
360,2025-10-19 08:35:10,2025-10-19 16:54:28,29958,0,0,-1,0,a3:ce:c8:95:a5:f0,8,16,6,1,0
147,2025-10-19 08:35:13,2025-10-19 09:30:50,3337,0,0,-1,1,9c:43:12:9b:dd:f6,8,9,6,3,0
474,2025-10-19 08:36:44,2025-10-19 17:55:26,33522,0,0,-1,1,b2:a6:09:b1:1b:00,8,17,6,2,0
184,2025-10-19 08:37:08,2025-10-19 15:55:30,26302,0,0,-1,0,f0:d3:89:b3:3f:c4,8,15,6,1,0
152,2025-10-19 08:37:17,2025-10-19 16:27:27,28210,0,0,-1,1,10:d1:2b:8e:5d:15,8,16,6,2,0
9,2025-10-19 08:37:45,2025-10-19 16:02:10,26665,0,0,-1,1,70:4f:8e:bc:74:ae,8,16,6,2,0
480,2025-10-19 08:38:35,2025-10-19 17:38:02,32367,0,0,-1,0,c1:f4:40:7a:7d:c3,8,17,6,1,0
305,2025-10-19 08:38:38,2025-10-19 17:10:23,30705,0,0,-1,1,03:c2:5d:fb:27:48,8,17,6,2,0
319,2025-10-19 08:39:18,2025-10-19 15:41:48,25350,0,0,-1,1,a5:53:f5:76:80:9b,8,15,6,2,0
165,2025-10-19 08:39:23,2025-10-19 18:09:30,34207,0,0,-1,1,fd:58:d8:88:ad:e3,8,18,6,2,0
457,2025-10-19 08:40:18,2025-10-19 16:23:37,27799,0,0,-1,1,f1:ab:6f:46:60:7f,8,16,6,2,0
280,2025-10-19 08:40:44,2025-10-19 17:58:51,33487,0,0,-1,1,73:3d:c5:0c:55:e4,8,17,6,2,0
109,2025-10-19 08:41:28,2025-10-19 17:36:32,32104,0,0,-1,1,65:f5:11:ee:ca:2d,8,17,6,2,0
378,2025-10-19 08:41:34,2025-10-19 16:46:56,29122,0,0,-1,0,18:ce:fa:f6:3b:6a,8,16,6,1,0
359,2025-10-19 08:41:37,2025-10-19 17:00:19,29922,0,0,-1,0,45:b7:89:c1:d6:cf,8,17,6,1,0
304,2025-10-19 08:42:04,2025-10-19 15:49:24,25640,0,0,-1,0,9a:d6:e9:13:1f:02,8,15,6,1,0
460,2025-10-19 08:43:21,2025-10-19 17:13:02,30581,0,0,-1,1,ce:bd:af:59:00:ed,8,17,6,2,0
402,2025-10-19 08:43:51,2025-10-19 17:18:55,30904,0,0,-1,0,bd:2a:68:69:b4:f0,8,17,6,1,0
252,2025-10-19 08:43:57,2025-10-19 17:55:32,33095,0,0,-1,1,4a:cf:8c:6b:97:38,8,17,6,2,0
113,2025-10-19 08:44:08,2025-10-19 16:54:27,29419,0,0,-1,0,46:f4:29:61:ef:47,8,16,6,1,0
406,2025-10-19 08:44:22,2025-10-19 16:30:45,27983,0,0,-1,0,47:48:0d:30:e0:5e,8,16,6,1,0
309,2025-10-19 08:44:43,2025-10-19 16:33:09,28106,0,0,-1,1,6a:b7:5e:28:f9:de,8,16,6,2,0
274,2025-10-19 08:45:05,2025-10-19 16:56:12,29467,0,0,-1,1,7a:bd:f5:c0:11:a8,8,16,6,2,0
266,2025-10-19 08:45:08,2025-10-19 17:08:38,30210,0,0,-1,1,98:56:eb:cb:47:a0,8,17,6,2,0
75,2025-10-19 08:45:30,2025-10-19 16:02:44,26234,0,0,-1,0,5e:fe:92:28:40:f7,8,16,6,1,0
277,2025-10-19 08:45:33,2025-10-19 17:02:56,29843,0,0,-1,1,06:db:b5:51:56:1a,8,17,6,2,0
180,2025-10-19 08:45:50,2025-10-19 16:15:11,26961,0,0,-1,0,90:ea:ab:c7:e7:05,8,16,6,1,0
421,2025-10-19 08:46:06,2025-10-19 18:22:57,34611,0,0,-1,1,ad:7c:a7:c4:8e:bd,8,18,6,2,0
311,2025-10-19 08:46:21,2025-10-19 17:11:01,30280,0,0,-1,1,e1:dd:a8:36:7b:d2,8,17,6,2,0
119,2025-10-19 08:46:44,2025-10-19 18:21:35,34491,0,0,-1,0,a2:5f:00:a5:82:60,8,18,6,1,0
415,2025-10-19 08:47:04,2025-10-19 17:15:14,30490,0,0,-1,0,7b:c4:43:01:63:33,8,17,6,1,0
382,2025-10-19 08:47:27,2025-10-19 18:44:08,35801,0,0,-1,0,6e:f6:23:93:6c:7f,8,18,6,1,0
442,2025-10-19 08:47:34,2025-10-19 16:56:28,29334,0,0,-1,1,a7:53:db:a9:9d:a8,8,16,6,2,0
153,2025-10-19 08:47:40,2025-10-19 16:43:10,28530,0,0,-1,0,22:5b:ce:a7:09:cd,8,16,6,1,0
169,2025-10-19 08:48:01,2025-10-19 15:51:46,25425,0,0,-1,1,31:09:17:ce:4b:63,8,15,6,2,0
420,2025-10-19 08:49:03,2025-10-19 09:02:30,807,0,0,-1,1,79:59:07:48:33:fa,8,9,6,3,0
236,2025-10-19 08:51:20,2025-10-19 16:19:05,26865,0,-1,-1,0,cc:4b:d9:a4:0a:d5,8,16,6,1,0
293,2025-10-19 08:52:13,2025-10-20 02:11:51,62378,0,0,-1,0,05:2d:ea:0e:e0:13,8,2,6,-1,1
0,2025-10-19 08:52:42,2025-10-19 15:56:41,25439,0,0,-1,1,4d:41:4c:fd:3a:5c,8,15,6,2,0
225,2025-10-19 08:53:16,2025-10-19 18:41:27,35291,0,0,-1,1,55:b8:94:d1:9a:6d,8,18,6,2,0
70,2025-10-19 08:53:21,2025-10-19 18:01:21,32880,0,0,-1,0,ee:09:61:d9:a0:53,8,18,6,1,0
354,2025-10-19 08:53:40,2025-10-19 16:22:19,26919,0,0,-1,0,ae:90:02:6a:02:8f,8,16,6,1,0
355,2025-10-19 08:54:54,2025-10-19 18:20:13,33919,0,0,-1,1,28:eb:2a:41:62:88,8,18,6,2,0
155,2025-10-19 08:55:22,2025-10-19 18:47:30,35528,0,0,-1,0,d9:22:87:7e:6e:a2,8,18,6,1,0
234,2025-10-19 08:55:36,2025-10-19 16:03:26,25670,0,0,-1,1,65:c1:b7:c5:18:93,8,16,6,2,0
