username,login_time,auth_type,hostname,remote_ip,session_duration_seconds,hour,day_of_week,is_weekend,is_abnormal
priya,2025-06-15 10:04:16,local,priya-laptop,192.168.1.5,3530,10,Sunday,True,0
rohit,2025-05-29 04:04:16,local,rohit-laptop,192.168.1.5,6398,4,Thursday,False,1
rahul,2025-06-16 17:07:16,local,rahul-laptop,172.16.5.9,1546,17,Monday,False,0
yash,2025-06-05 07:02:16,ssh,yash-laptop,192.168.1.5,6599,7,Thursday,False,1
deepa,2025-06-21 03:40:16,local,deepa-laptop,203.0.113.45,13049,3,Saturday,True,1
yash,2025-06-03 23:42:16,local,yash-laptop,198.51.100.22,10077,23,Tuesday,False,1
yash,2025-06-22 12:27:16,ssh,yash-laptop,203.0.113.45,11559,12,Sunday,True,1
meena,2025-06-18 19:35:16,local,meena-laptop,10.0.0.12,5638,19,Wednesday,False,0
rajat,2025-06-19 22:23:16,local,preeti-laptop,203.0.113.45,6593,22,Thursday,False,1
yash,2025-06-22 19:54:16,sso,yash-laptop,172.16.5.9,9309,19,Sunday,True,0
ritu,2025-06-23 23:00:16,local,ritu-laptop,10.0.0.12,13194,23,Monday,False,1
rahul,2025-06-03 05:54:16,vpn,rahul-laptop,198.51.100.22,695,5,Tuesday,False,1
rahul,2025-06-07 14:52:16,local,rahul-laptop,203.0.113.45,2465,14,Saturday,True,1
yash,2025-05-28 03:31:16,local,yash-laptop,192.168.1.5,5364,3,Wednesday,False,1
arjun,2025-06-15 03:59:16,local,arjun-laptop,172.16.5.9,8212,3,Sunday,True,1
arjun,2025-06-12 16:04:16,ssh,arjun-laptop,203.0.113.45,10917,16,Thursday,False,1
manish,2025-06-06 07:43:16,local,manish-laptop,198.51.100.22,5439,7,Friday,False,1
ritu,2025-06-22 23:49:16,sso,ritu-laptop,172.16.5.9,5918,23,Sunday,True,1
varun,2025-06-10 08:40:16,local,varun-laptop,192.168.1.5,217,8,Tuesday,False,1
sneha,2025-06-07 02:22:16,local,sneha-laptop,203.0.113.45,4848,2,Saturday,True,1
ritu,2025-06-16 19:39:16,vpn,ritu-laptop,203.0.113.45,9306,19,Monday,False,1
preeti,2025-06-23 13:56:16,ssh,preeti-laptop,198.51.100.22,11883,13,Monday,False,1
neha,2025-05-26 22:51:16,local,neha-laptop,198.51.100.22,3160,22,Monday,False,1
varun,2025-06-17 17:32:16,local,varun-laptop,203.0.113.45,2662,17,Tuesday,False,1
ritu,2025-06-05 12:17:16,local,ritu-laptop,172.16.5.9,9303,12,Thursday,False,0
simar,2025-05-30 12:21:16,local,ankita-laptop,203.0.113.45,12897,12,Friday,False,1
preeti,2025-06-11 18:58:16,local,rohit-laptop,10.0.0.12,7459,18,Wednesday,False,1
rohit,2025-06-18 07:04:16,local,rohit-laptop,172.16.5.9,103,7,Wednesday,False,1
rahul,2025-06-20 18:15:16,ssh,rahul-laptop,192.168.1.5,10580,18,Friday,False,0
yash,2025-05-28 05:49:16,ssh,yash-laptop,203.0.113.45,13058,5,Wednesday,False,1
rajat,2025-06-05 19:56:16,ssh,rajat-laptop,172.16.5.9,6517,19,Thursday,False,0
anil,2025-06-17 22:01:16,local,ankita-laptop,203.0.113.45,13269,22,Tuesday,False,1
ritu,2025-05-26 03:51:16,local,ritu-laptop,192.168.1.5,2874,3,Monday,False,1
yash,2025-05-28 08:34:16,ssh,yash-laptop,10.0.0.12,12809,8,Wednesday,False,1
sneha,2025-05-26 04:06:16,ssh,sneha-laptop,203.0.113.45,712,4,Monday,False,1
rohit,2025-06-16 12:05:16,local,rohit-laptop,203.0.113.45,1010,12,Monday,False,1
rohit,2025-06-18 10:41:16,ssh,manish-laptop,10.0.0.12,927,10,Wednesday,False,1
simar,2025-05-27 14:53:16,ssh,simar-laptop,172.16.5.9,10056,14,Tuesday,False,0
sneha,2025-05-30 23:26:16,local,sneha-laptop,198.51.100.22,12059,23,Friday,False,1
anil,2025-05-26 05:30:16,ssh,anil-laptop,172.16.5.9,1578,5,Monday,False,1
deepa,2025-06-03 05:51:16,local,deepa-laptop,198.51.100.22,8482,5,Tuesday,False,1
rajat,2025-05-30 17:29:16,ssh,rajat-laptop,10.0.0.12,3414,17,Friday,False,0
arjun,2025-06-10 13:08:16,local,arjun-laptop,198.51.100.22,3133,13,Tuesday,False,1
kiran,2025-05-24 20:02:16,ssh,kiran-laptop,192.168.1.5,10728,20,Saturday,True,0
manish,2025-06-13 12:02:16,local,manish-laptop,172.16.5.9,10667,12,Friday,False,0
varun,2025-06-22 14:05:16,local,rahul-laptop,10.0.0.12,5559,14,Sunday,True,1
manish,2025-06-03 07:33:16,local,ritu-laptop,203.0.113.45,8256,7,Tuesday,False,1
deepa,2025-06-18 03:34:16,local,deepa-laptop,203.0.113.45,687,3,Wednesday,False,1
manish,2025-06-12 06:08:16,local,vikram-laptop,203.0.113.45,7460,6,Thursday,False,1
yash,2025-05-27 05:15:16,sso,yash-laptop,198.51.100.22,9997,5,Tuesday,False,1
rajat,2025-06-19 12:09:16,local,rajat-laptop,198.51.100.22,11707,12,Thursday,False,1
priya,2025-06-23 11:09:16,sso,priya-laptop,10.0.0.12,8142,11,Monday,False,0
yash,2025-06-20 09:09:16,local,yash-laptop,192.168.1.5,2528,9,Friday,False,0
rohit,2025-05-29 02:07:16,local,rohit-laptop,203.0.113.45,5712,2,Thursday,False,1
ritu,2025-05-30 23:16:16,sso,ritu-laptop,172.16.5.9,10469,23,Friday,False,1
yash,2025-06-15 23:46:16,local,yash-laptop,203.0.113.45,10220,23,Sunday,True,1
sneha,2025-05-29 18:39:16,local,sneha-laptop,203.0.113.45,12289,18,Thursday,False,1
swati,2025-06-23 14:19:16,local,swati-laptop,10.0.0.12,5760,14,Monday,False,0
sneha,2025-05-31 09:00:16,local,sneha-laptop,192.168.1.5,5798,9,Saturday,True,0
neha,2025-06-06 09:44:16,local,neha-laptop,203.0.113.45,5322,9,Friday,False,1
deepa,2025-06-10 18:32:16,ssh,deepa-laptop,203.0.113.45,9527,18,Tuesday,False,1
kiran,2025-06-10 12:21:16,local,kiran-laptop,198.51.100.22,13710,12,Tuesday,False,1
neha,2025-06-17 19:49:16,local,neha-laptop,10.0.0.12,12588,19,Tuesday,False,1
anil,2025-06-23 19:05:16,local,anil-laptop,192.168.1.5,5682,19,Monday,False,0
rahul,2025-05-28 10:14:16,local,rahul-laptop,172.16.5.9,10830,10,Wednesday,False,1
ritu,2025-06-17 23:24:16,local,kiran-laptop,198.51.100.22,6561,23,Tuesday,False,1
swati,2025-06-04 20:56:16,local,swati-laptop,198.51.100.22,2183,20,Wednesday,False,1
kiran,2025-06-10 21:15:16,local,kiran-laptop,192.168.1.5,4802,21,Tuesday,False,0
yash,2025-06-14 07:59:16,ssh,yash-laptop,198.51.100.22,97,7,Saturday,True,1
meena,2025-05-27 07:42:16,ssh,meena-laptop,203.0.113.45,5443,7,Tuesday,False,1
neha,2025-06-02 00:17:16,ssh,neha-laptop,192.168.1.5,2694,0,Monday,False,1
preeti,2025-06-02 16:40:16,local,preeti-laptop,198.51.100.22,10974,16,Monday,False,1
neha,2025-06-04 20:38:16,ssh,neha-laptop,10.0.0.12,13784,20,Wednesday,False,1
sneha,2025-06-15 09:40:16,ssh,sneha-laptop,10.0.0.12,7178,9,Sunday,True,0
priya,2025-05-27 15:13:16,local,priya-laptop,203.0.113.45,8956,15,Tuesday,False,1
ritu,2025-06-11 08:15:16,local,ritu-laptop,192.168.1.5,4774,8,Wednesday,False,1
rajat,2025-05-26 09:58:16,ssh,rajat-laptop,172.16.5.9,2260,9,Monday,False,1
manish,2025-06-15 15:45:16,local,manish-laptop,172.16.5.9,4989,15,Sunday,True,0
ritu,2025-06-09 00:31:16,local,ritu-laptop,198.51.100.22,8482,0,Monday,False,1
rahul,2025-06-12 14:45:16,sso,rahul-laptop,192.168.1.5,14201,14,Thursday,False,1
kiran,2025-06-11 20:46:16,ssh,kiran-laptop,198.51.100.22,12118,20,Wednesday,False,1
vikram,2025-06-08 21:11:16,local,vikram-laptop,192.168.1.5,4068,21,Sunday,True,0
simar,2025-06-10 00:48:16,local,simar-laptop,203.0.113.45,1585,0,Tuesday,False,1
simar,2025-06-11 09:15:16,local,simar-laptop,192.168.1.5,6078,9,Wednesday,False,0
ritu,2025-06-09 18:46:16,ssh,ritu-laptop,10.0.0.12,9367,18,Monday,False,1
vikram,2025-06-17 21:39:16,sso,vikram-laptop,192.168.1.5,9854,21,Tuesday,False,0
anil,2025-06-19 09:20:16,local,anil-laptop,203.0.113.45,11171,9,Thursday,False,1
meena,2025-06-15 23:52:16,local,meena-laptop,198.51.100.22,7791,23,Sunday,True,1
varun,2025-05-26 22:19:16,local,varun-laptop,172.16.5.9,12977,22,Monday,False,1
yash,2025-06-06 00:37:16,ssh,yash-laptop,192.168.1.5,9710,0,Friday,False,1
rohit,2025-05-29 16:59:16,vpn,rohit-laptop,192.168.1.5,2918,16,Thursday,False,1
rahul,2025-06-10 08:20:16,local,rahul-laptop,198.51.100.22,10917,8,Tuesday,False,1
vikram,2025-06-02 12:05:16,ssh,vikram-laptop,198.51.100.22,1374,12,Monday,False,1
arjun,2025-06-04 05:21:16,local,arjun-laptop,203.0.113.45,8827,5,Wednesday,False,1
neha,2025-06-13 13:23:16,sso,neha-laptop,192.168.1.5,10537,13,Friday,False,0
ritu,2025-06-02 18:03:16,local,ritu-laptop,10.0.0.12,14176,18,Monday,False,1
vikram,2025-06-08 04:38:16,local,vikram-laptop,172.16.5.9,10208,4,Sunday,True,1
manish,2025-06-05 09:16:16,local,manish-laptop,192.168.1.5,10652,9,Thursday,False,0
preeti,2025-06-14 15:07:16,vpn,preeti-laptop,10.0.0.12,245,15,Saturday,True,0
ankita,2025-06-09 15:46:16,local,ankita-laptop,198.51.100.22,11903,15,Monday,False,1
kiran,2025-06-08 03:50:16,sso,arjun-laptop,198.51.100.22,13313,3,Sunday,True,1
rajat,2025-05-28 11:45:16,sso,rajat-laptop,172.16.5.9,11157,11,Wednesday,False,1
yash,2025-06-07 02:32:16,vpn,yash-laptop,172.16.5.9,1508,2,Saturday,True,1
sneha,2025-06-01 13:03:16,local,sneha-laptop,192.168.1.5,1871,13,Sunday,True,0
anil,2025-05-29 10:25:16,local,anil-laptop,172.16.5.9,7375,10,Thursday,False,0
manish,2025-06-06 14:21:16,local,manish-laptop,10.0.0.12,13458,14,Friday,False,1
rohit,2025-05-31 20:39:16,local,arjun-laptop,203.0.113.45,12302,20,Saturday,True,1
swati,2025-06-04 17:08:16,local,swati-laptop,172.16.5.9,4857,17,Wednesday,False,0
rahul,2025-06-06 12:49:16,local,rahul-laptop,203.0.113.45,11973,12,Friday,False,1
varun,2025-05-30 22:50:16,local,varun-laptop,192.168.1.5,233,22,Friday,False,1
preeti,2025-06-23 18:43:16,local,meena-laptop,192.168.1.5,13355,18,Monday,False,1
arjun,2025-06-22 13:40:16,ssh,arjun-laptop,10.0.0.12,11340,13,Sunday,True,1
priya,2025-05-28 18:35:16,local,priya-laptop,203.0.113.45,2442,18,Wednesday,False,1
yash,2025-05-25 07:03:16,local,yash-laptop,10.0.0.12,6642,7,Sunday,True,1
meena,2025-06-09 19:56:16,local,meena-laptop,192.168.1.5,9040,19,Monday,False,0
anil,2025-06-09 02:20:16,local,anil-laptop,192.168.1.5,514,2,Monday,False,1
simar,2025-06-19 07:58:16,sso,simar-laptop,192.168.1.5,4478,7,Thursday,False,1
preeti,2025-05-28 12:45:16,local,preeti-laptop,172.16.5.9,10067,12,Wednesday,False,0
vikram,2025-05-27 05:39:16,sso,vikram-laptop,198.51.100.22,9836,5,Tuesday,False,1
deepa,2025-06-06 23:32:16,local,deepa-laptop,198.51.100.22,852,23,Friday,False,1
kiran,2025-06-02 06:26:16,local,kiran-laptop,192.168.1.5,10717,6,Monday,False,1
arjun,2025-05-28 10:42:16,local,arjun-laptop,203.0.113.45,4573,10,Wednesday,False,1
sneha,2025-06-05 15:35:16,local,sneha-laptop,203.0.113.45,10775,15,Thursday,False,1
sneha,2025-06-08 15:22:16,local,sneha-laptop,10.0.0.12,1332,15,Sunday,True,0
vikram,2025-06-08 06:15:16,vpn,vikram-laptop,192.168.1.5,13262,6,Sunday,True,1
priya,2025-06-14 17:02:16,local,priya-laptop,192.168.1.5,2141,17,Saturday,True,0
rahul,2025-06-02 17:21:16,local,neha-laptop,203.0.113.45,11601,17,Monday,False,1
simar,2025-06-06 15:59:16,sso,simar-laptop,203.0.113.45,11414,15,Friday,False,1
deepa,2025-06-17 09:34:16,local,deepa-laptop,192.168.1.5,1040,9,Tuesday,False,0
manish,2025-05-26 21:23:16,local,manish-laptop,203.0.113.45,13851,21,Monday,False,1
arjun,2025-06-12 15:04:16,sso,arjun-laptop,10.0.0.12,5471,15,Thursday,False,0
neha,2025-06-02 11:03:16,sso,neha-laptop,192.168.1.5,1071,11,Monday,False,0
meena,2025-06-21 11:15:16,local,meena-laptop,192.168.1.5,3506,11,Saturday,True,0
anil,2025-06-12 17:40:16,sso,anil-laptop,172.16.5.9,9013,17,Thursday,False,0
swati,2025-05-28 16:24:16,sso,swati-laptop,192.168.1.5,14020,16,Wednesday,False,1
varun,2025-06-23 07:39:16,local,varun-laptop,203.0.113.45,11798,7,Monday,False,1
priya,2025-05-31 13:13:16,ssh,priya-laptop,203.0.113.45,8877,13,Saturday,True,1
sneha,2025-06-15 12:46:16,local,sneha-laptop,198.51.100.22,706,12,Sunday,True,1
yash,2025-06-11 11:30:16,local,yash-laptop,172.16.5.9,7493,11,Wednesday,False,0
deepa,2025-06-14 07:42:16,vpn,deepa-laptop,192.168.1.5,14082,7,Saturday,True,1
sneha,2025-05-26 08:26:16,sso,sneha-laptop,203.0.113.45,8783,8,Monday,False,1
ankita,2025-06-23 19:57:16,sso,ankita-laptop,192.168.1.5,2924,19,Monday,False,0
arjun,2025-05-30 13:32:16,sso,arjun-laptop,172.16.5.9,12795,13,Friday,False,1
rajat,2025-06-02 22:58:16,local,rajat-laptop,198.51.100.22,12149,22,Monday,False,1
rahul,2025-06-16 04:03:16,vpn,rahul-laptop,203.0.113.45,5474,4,Monday,False,1
kiran,2025-06-24 09:30:16,local,kiran-laptop,10.0.0.12,7714,9,Tuesday,False,0
kiran,2025-05-25 12:56:16,local,kiran-laptop,192.168.1.5,10687,12,Sunday,True,0
anil,2025-06-14 04:59:16,vpn,anil-laptop,192.168.1.5,11769,4,Saturday,True,1
rahul,2025-06-05 21:28:16,local,rahul-laptop,192.168.1.5,11847,21,Thursday,False,1
neha,2025-05-31 15:55:16,local,neha-laptop,10.0.0.12,7580,15,Saturday,True,0
ritu,2025-06-01 15:19:16,local,ritu-laptop,198.51.100.22,372,15,Sunday,True,1
swati,2025-06-17 12:37:16,local,swati-laptop,203.0.113.45,10901,12,Tuesday,False,1
vikram,2025-05-31 08:50:16,local,vikram-laptop,192.168.1.5,12616,8,Saturday,True,1
neha,2025-05-26 08:21:16,ssh,neha-laptop,192.168.1.5,2734,8,Monday,False,1
meena,2025-06-24 00:02:16,sso,meena-laptop,192.168.1.5,3808,0,Tuesday,False,1
manish,2025-05-31 07:48:16,local,manish-laptop,198.51.100.22,3217,7,Saturday,True,1
kiran,2025-05-30 13:46:16,vpn,kiran-laptop,192.168.1.5,6310,13,Friday,False,0
yash,2025-05-28 01:58:16,local,yash-laptop,203.0.113.45,11443,1,Wednesday,False,1
manish,2025-05-30 10:29:16,local,manish-laptop,10.0.0.12,9494,10,Friday,False,0
yash,2025-05-30 05:13:16,vpn,yash-laptop,198.51.100.22,11744,5,Friday,False,1
rohit,2025-06-08 02:48:16,local,rohit-laptop,192.168.1.5,13421,2,Sunday,True,1
yash,2025-06-18 21:23:16,local,yash-laptop,198.51.100.22,4189,21,Wednesday,False,1
simar,2025-06-22 10:44:16,ssh,simar-laptop,198.51.100.22,11619,10,Sunday,True,1
vikram,2025-06-04 12:38:16,ssh,vikram-laptop,203.0.113.45,13811,12,Wednesday,False,1
yash,2025-06-23 02:41:16,sso,yash-laptop,10.0.0.12,458,2,Monday,False,1
sneha,2025-05-27 05:40:16,local,sneha-laptop,198.51.100.22,11282,5,Tuesday,False,1
arjun,2025-05-31 11:59:16,ssh,preeti-laptop,203.0.113.45,582,11,Saturday,True,1
ankita,2025-05-29 14:52:16,ssh,ankita-laptop,192.168.1.5,7944,14,Thursday,False,1
preeti,2025-06-05 20:58:16,local,preeti-laptop,192.168.1.5,5892,20,Thursday,False,0
yash,2025-05-29 19:05:16,sso,yash-laptop,10.0.0.12,3863,19,Thursday,False,0
varun,2025-05-27 08:26:16,local,varun-laptop,10.0.0.12,3995,8,Tuesday,False,1
rahul,2025-06-03 06:40:16,local,kiran-laptop,172.16.5.9,3319,6,Tuesday,False,1
arjun,2025-06-21 22:54:16,local,arjun-laptop,203.0.113.45,3815,22,Saturday,True,1
meena,2025-06-12 03:29:16,ssh,meena-laptop,172.16.5.9,1359,3,Thursday,False,1
priya,2025-05-28 09:40:16,local,priya-laptop,10.0.0.12,12965,9,Wednesday,False,1
rajat,2025-06-10 07:28:16,vpn,sneha-laptop,203.0.113.45,5045,7,Tuesday,False,1
ankita,2025-06-13 14:31:16,local,ankita-laptop,172.16.5.9,482,14,Friday,False,0
varun,2025-05-31 22:57:16,local,varun-laptop,203.0.113.45,8196,22,Saturday,True,1
rajat,2025-05-27 16:31:16,ssh,rajat-laptop,172.16.5.9,6549,16,Tuesday,False,0
arjun,2025-06-22 00:17:16,local,arjun-laptop,172.16.5.9,13737,0,Sunday,True,1
sneha,2025-06-15 05:23:16,local,sneha-laptop,192.168.1.5,5912,5,Sunday,True,1
vikram,2025-06-03 16:45:16,ssh,vikram-laptop,198.51.100.22,3747,16,Tuesday,False,1
ankita,2025-06-03 19:26:16,local,ankita-laptop,198.51.100.22,9133,19,Tuesday,False,1
swati,2025-06-21 11:57:16,ssh,swati-laptop,192.168.1.5,10308,11,Saturday,True,0
varun,2025-06-18 22:35:16,ssh,varun-laptop,203.0.113.45,11496,22,Wednesday,False,1
rajat,2025-06-10 11:24:16,ssh,rajat-laptop,203.0.113.45,10273,11,Tuesday,False,1
meena,2025-06-23 08:52:16,ssh,meena-laptop,172.16.5.9,4687,8,Monday,False,1
meena,2025-06-18 16:45:16,local,meena-laptop,172.16.5.9,5501,16,Wednesday,False,0
manish,2025-06-24 10:20:16,vpn,manish-laptop,172.16.5.9,1091,10,Tuesday,False,1
swati,2025-06-20 01:43:16,local,swati-laptop,192.168.1.5,10837,1,Friday,False,1
neha,2025-06-05 14:02:16,local,neha-laptop,172.16.5.9,5552,14,Thursday,False,0
rahul,2025-06-18 09:42:16,local,rahul-laptop,198.51.100.22,2135,9,Wednesday,False,1
varun,2025-05-25 23:32:16,local,varun-laptop,10.0.0.12,9140,23,Sunday,True,1
rahul,2025-06-18 00:44:16,local,rahul-laptop,203.0.113.45,14180,0,Wednesday,False,1
anil,2025-06-15 16:13:16,local,anil-laptop,10.0.0.12,6893,16,Sunday,True,1
neha,2025-06-09 00:38:16,local,neha-laptop,172.16.5.9,2858,0,Monday,False,1
ankita,2025-06-06 14:22:16,local,ankita-laptop,192.168.1.5,3598,14,Friday,False,0
deepa,2025-06-16 18:48:16,local,deepa-laptop,192.168.1.5,7901,18,Monday,False,0
manish,2025-06-18 22:27:16,local,manish-laptop,192.168.1.5,12605,22,Wednesday,False,1
yash,2025-06-05 18:04:16,sso,yash-laptop,192.168.1.5,10427,18,Thursday,False,0
preeti,2025-05-26 07:26:16,ssh,preeti-laptop,10.0.0.12,8560,7,Monday,False,1
vikram,2025-06-10 20:56:16,ssh,vikram-laptop,203.0.113.45,5438,20,Tuesday,False,1
preeti,2025-06-10 11:12:16,local,preeti-laptop,172.16.5.9,419,11,Tuesday,False,0
sneha,2025-06-04 21:04:16,local,sneha-laptop,203.0.113.45,5744,21,Wednesday,False,1
rajat,2025-06-20 19:47:16,sso,rajat-laptop,192.168.1.5,7223,19,Friday,False,0
anil,2025-06-12 00:07:16,ssh,anil-laptop,10.0.0.12,6035,0,Thursday,False,1
vikram,2025-06-22 19:47:16,local,deepa-laptop,203.0.113.45,4224,19,Sunday,True,1
meena,2025-06-18 14:00:16,local,swati-laptop,192.168.1.5,10601,14,Wednesday,False,1
rahul,2025-05-28 23:47:16,local,rahul-laptop,10.0.0.12,4372,23,Wednesday,False,1
rahul,2025-05-25 19:55:16,ssh,rahul-laptop,192.168.1.5,1289,19,Sunday,True,0
varun,2025-06-05 06:16:16,sso,varun-laptop,10.0.0.12,1627,6,Thursday,False,1
neha,2025-06-23 03:51:16,vpn,priya-laptop,172.16.5.9,6557,3,Monday,False,1
neha,2025-05-28 12:54:16,ssh,neha-laptop,172.16.5.9,13984,12,Wednesday,False,1
swati,2025-06-03 15:43:16,local,swati-laptop,10.0.0.12,1166,15,Tuesday,False,0
yash,2025-06-20 10:02:16,local,yash-laptop,198.51.100.22,3149,10,Friday,False,1
meena,2025-06-01 12:07:16,ssh,meena-laptop,203.0.113.45,10007,12,Sunday,True,1
rajat,2025-06-11 02:22:16,local,rajat-laptop,172.16.5.9,6560,2,Wednesday,False,1
simar,2025-05-28 07:16:16,local,simar-laptop,172.16.5.9,11224,7,Wednesday,False,1
manish,2025-06-24 02:21:16,local,manish-laptop,192.168.1.5,5387,2,Tuesday,False,1
yash,2025-06-05 15:42:16,local,yash-laptop,10.0.0.12,9075,15,Thursday,False,0
preeti,2025-06-01 05:07:16,local,preeti-laptop,172.16.5.9,10534,5,Sunday,True,1
rahul,2025-06-19 03:21:16,local,rahul-laptop,203.0.113.45,9044,3,Thursday,False,1
preeti,2025-05-24 15:06:16,local,preeti-laptop,10.0.0.12,11903,15,Saturday,True,1
sneha,2025-05-27 19:43:16,local,sneha-laptop,203.0.113.45,5531,19,Tuesday,False,1
yash,2025-06-20 11:13:16,sso,arjun-laptop,203.0.113.45,12255,11,Friday,False,1
preeti,2025-06-13 19:15:16,sso,preeti-laptop,203.0.113.45,9888,19,Friday,False,1
rajat,2025-05-27 21:09:16,local,rajat-laptop,172.16.5.9,6027,21,Tuesday,False,0
neha,2025-06-19 21:07:16,local,neha-laptop,172.16.5.9,10451,21,Thursday,False,0
rajat,2025-06-04 08:41:16,local,rajat-laptop,10.0.0.12,5174,8,Wednesday,False,1
priya,2025-06-02 12:48:16,local,priya-laptop,198.51.100.22,511,12,Monday,False,1
arjun,2025-06-21 11:37:16,local,arjun-laptop,192.168.1.5,7268,11,Saturday,True,0
anil,2025-06-15 17:18:16,vpn,anil-laptop,172.16.5.9,12534,17,Sunday,True,1
sneha,2025-05-30 16:04:16,ssh,sneha-laptop,203.0.113.45,13438,16,Friday,False,1
simar,2025-05-28 01:15:16,local,simar-laptop,198.51.100.22,5000,1,Wednesday,False,1
yash,2025-06-06 23:56:16,local,yash-laptop,198.51.100.22,3691,23,Friday,False,1
arjun,2025-06-11 15:22:16,local,arjun-laptop,192.168.1.5,8272,15,Wednesday,False,0
preeti,2025-06-21 15:31:16,vpn,preeti-laptop,198.51.100.22,4446,15,Saturday,True,1
vikram,2025-05-25 02:44:16,sso,vikram-laptop,192.168.1.5,11701,2,Sunday,True,1
ritu,2025-06-07 00:29:16,local,preeti-laptop,198.51.100.22,7397,0,Saturday,True,1
rahul,2025-05-30 03:50:16,vpn,rahul-laptop,192.168.1.5,684,3,Friday,False,1
neha,2025-05-31 12:40:16,local,simar-laptop,198.51.100.22,11283,12,Saturday,True,1
deepa,2025-06-09 23:31:16,sso,deepa-laptop,192.168.1.5,12312,23,Monday,False,1
priya,2025-05-25 22:44:16,local,priya-laptop,172.16.5.9,14319,22,Sunday,True,1
rahul,2025-06-18 14:23:16,ssh,rahul-laptop,198.51.100.22,7810,14,Wednesday,False,1
manish,2025-06-06 07:52:16,local,manish-laptop,172.16.5.9,4698,7,Friday,False,1
anil,2025-05-28 02:26:16,local,anil-laptop,10.0.0.12,11346,2,Wednesday,False,1
priya,2025-06-12 19:40:16,local,priya-laptop,203.0.113.45,7659,19,Thursday,False,1
anil,2025-05-25 20:49:16,ssh,anil-laptop,10.0.0.12,10467,20,Sunday,True,0
swati,2025-05-28 06:20:16,local,swati-laptop,172.16.5.9,10594,6,Wednesday,False,1
rajat,2025-05-31 19:58:16,local,rajat-laptop,10.0.0.12,11470,19,Saturday,True,1
manish,2025-06-21 08:37:16,local,manish-laptop,192.168.1.5,6896,8,Saturday,True,1
rohit,2025-06-01 23:07:16,local,rajat-laptop,10.0.0.12,9812,23,Sunday,True,1
manish,2025-05-31 02:48:16,local,manish-laptop,198.51.100.22,9830,2,Saturday,True,1
anil,2025-06-04 05:54:16,sso,anil-laptop,10.0.0.12,12770,5,Wednesday,False,1
yash,2025-06-17 08:38:16,local,yash-laptop,198.51.100.22,4514,8,Tuesday,False,1
anil,2025-06-03 10:22:16,ssh,anil-laptop,10.0.0.12,7550,10,Tuesday,False,0
meena,2025-06-02 03:56:16,local,swati-laptop,10.0.0.12,10334,3,Monday,False,1
priya,2025-05-26 06:28:16,local,priya-laptop,192.168.1.5,852,6,Monday,False,1
kiran,2025-06-03 10:06:16,local,kiran-laptop,203.0.113.45,3965,10,Tuesday,False,1
arjun,2025-06-20 02:40:16,ssh,arjun-laptop,198.51.100.22,9589,2,Friday,False,1
rahul,2025-05-30 10:17:16,ssh,rahul-laptop,10.0.0.12,13884,10,Friday,False,1
sneha,2025-06-03 16:11:16,local,preeti-laptop,192.168.1.5,2173,16,Tuesday,False,1
arjun,2025-06-20 04:24:16,local,arjun-laptop,203.0.113.45,5675,4,Friday,False,1
yash,2025-06-23 10:40:16,sso,yash-laptop,203.0.113.45,6046,10,Monday,False,1
anil,2025-06-03 03:37:16,vpn,anil-laptop,203.0.113.45,10780,3,Tuesday,False,1
priya,2025-06-03 18:20:16,sso,priya-laptop,203.0.113.45,2016,18,Tuesday,False,1
vikram,2025-06-21 13:39:16,local,vikram-laptop,198.51.100.22,5335,13,Saturday,True,1
meena,2025-06-04 13:25:16,local,meena-laptop,172.16.5.9,4034,13,Wednesday,False,0
priya,2025-06-22 15:46:16,local,ankita-laptop,10.0.0.12,5805,15,Sunday,True,1
rahul,2025-06-18 04:38:16,local,rahul-laptop,198.51.100.22,5865,4,Wednesday,False,1
ritu,2025-06-09 17:14:16,ssh,ritu-laptop,198.51.100.22,5017,17,Monday,False,1
meena,2025-05-31 18:27:16,local,meena-laptop,10.0.0.12,8806,18,Saturday,True,0
simar,2025-06-04 20:25:16,local,meena-laptop,203.0.113.45,6329,20,Wednesday,False,1
kiran,2025-05-28 01:57:16,local,kiran-laptop,192.168.1.5,13016,1,Wednesday,False,1
rahul,2025-06-11 15:31:16,local,rahul-laptop,203.0.113.45,1363,15,Wednesday,False,1
priya,2025-06-07 17:22:16,sso,priya-laptop,10.0.0.12,8529,17,Saturday,True,1
rajat,2025-06-04 23:26:16,sso,rajat-laptop,10.0.0.12,12174,23,Wednesday,False,1
swati,2025-06-22 20:27:16,ssh,swati-laptop,192.168.1.5,6542,20,Sunday,True,0
yash,2025-05-28 06:19:16,ssh,yash-laptop,10.0.0.12,8648,6,Wednesday,False,1
ankita,2025-06-18 18:22:16,local,simar-laptop,198.51.100.22,14372,18,Wednesday,False,1
meena,2025-06-07 16:35:16,ssh,meena-laptop,198.51.100.22,9215,16,Saturday,True,1
ankita,2025-06-14 14:30:16,ssh,ankita-laptop,10.0.0.12,8586,14,Saturday,True,1
neha,2025-06-01 03:31:16,local,neha-laptop,10.0.0.12,4083,3,Sunday,True,1
priya,2025-05-28 18:38:16,sso,priya-laptop,203.0.113.45,5572,18,Wednesday,False,1
priya,2025-06-20 17:18:16,local,priya-laptop,10.0.0.12,2122,17,Friday,False,0
neha,2025-06-01 18:02:16,ssh,neha-laptop,10.0.0.12,7916,18,Sunday,True,0
